 A ( ADVERB ) 
 astrologavan ( VERB ) lemma=astrologare 
 astrologavano ( VERB ) lemma=astrologare 
 astrologavate ( VERB ) lemma=astrologare 
 astrologavi ( VERB ) lemma=astrologare 
 astrologavo ( VERB ) lemma=astrologare 
 astrologhe ( NOUN NOUN_SINGULAR ) lemma=astrologa 
 astrologhera' ( VERB ) lemma=astrologare 
 astrologherai ( VERB ) lemma=astrologare 
 astrologheran ( VERB ) lemma=astrologare 
 astrologheranno ( VERB ) lemma=astrologare 
 astrologherebbe ( VERB ) lemma=astrologare 
 astrologherebber ( VERB ) lemma=astrologare 
 astrologherebbero ( VERB ) lemma=astrologare 
 astrologherei ( VERB ) lemma=astrologare 
 astrologheremmo ( VERB ) lemma=astrologare 
 astrologheremo ( VERB ) lemma=astrologare 
 astrologhereste ( VERB ) lemma=astrologare 
 astrologheresti ( VERB ) lemma=astrologare 
 astrologherete ( VERB ) lemma=astrologare 
 astrologhero' ( VERB ) lemma=astrologare 
 astrologherà ( VERB ) lemma=astrologare 
 astrologherò ( VERB ) lemma=astrologare 
 astrologhi ( VERB ) lemma=astrologare 
 astrologhiamo ( VERB ) lemma=astrologare 
 astrologhiate ( VERB ) lemma=astrologare 
 astrologhin ( VERB ) lemma=astrologare 
 astrologhino ( VERB ) lemma=astrologare 
 astrologi ( NOUN NOUN_SINGULAR ) lemma=astrologo 
 astrologica ( ADJECTIVE ) lemma=astrologico 
 astrologiche ( ADJECTIVE ) lemma=astrologico 
 astrologici ( ADJECTIVE ) lemma=astrologico 
 astrologicissima ( ADJECTIVE ) lemma=astrologico 
 astrologicissime ( ADJECTIVE ) lemma=astrologico 
 astrologicissimi ( ADJECTIVE ) lemma=astrologico 
 astrologicissimo ( ADJECTIVE ) lemma=astrologico 
 astrologico ( ADJECTIVE ) 
 astrologo ( NOUN VERB NOUN_SINGULAR ) 
 astrologo' ( VERB ) lemma=astrologare 
 astrologò ( VERB ) lemma=astrologare 
 astronauta ( NOUN NOUN_SINGULAR ) 
 astronauti ( NOUN NOUN_SINGULAR ) lemma=astronauta 
 astronautica ( ADJECTIVE ) lemma=astronautico 
 astronautiche ( ADJECTIVE ) lemma=astronautico 
 astronautici ( ADJECTIVE ) lemma=astronautico 
 astronauticissima ( ADJECTIVE ) lemma=astronautico 
 astronauticissime ( ADJECTIVE ) lemma=astronautico 
 astronauticissimi ( ADJECTIVE ) lemma=astronautico 
 astronauticissimo ( ADJECTIVE ) lemma=astronautico 
 astronautico ( ADJECTIVE ) 
 astronave ( NOUN NOUN_SINGULAR ) 
 astronavi ( NOUN NOUN_SINGULAR ) lemma=astronave 
 astronomi ( NOUN NOUN_SINGULAR ) lemma=astronomo 
 astronomica ( ADJECTIVE ) lemma=astronomico 
 astronomiche ( ADJECTIVE ) lemma=astronomico 
 astronomici ( ADJECTIVE ) lemma=astronomico 
 astronomicissima ( ADJECTIVE ) lemma=astronomico 
 astronomicissime ( ADJECTIVE ) lemma=astronomico 
 astronomicissimi ( ADJECTIVE ) lemma=astronomico 
 astronomicissimo ( ADJECTIVE ) lemma=astronomico 
 astronomico ( ADJECTIVE ) 
 astronomo ( NOUN NOUN_SINGULAR ) 
 astrusa ( ADJECTIVE ) lemma=astruso 
 astruse ( ADJECTIVE ) lemma=astruso 
 astruseria ( NOUN NOUN_SINGULAR ) 
 astruserie ( NOUN NOUN_SINGULAR ) lemma=astruseria 
 astrusi ( NOUN ADJECTIVE NOUN_SINGULAR ) lemma=astruso 
 astrusissima ( ADJECTIVE ) lemma=astruso 
 astrusissime ( ADJECTIVE ) lemma=astruso 
 astrusissimi ( ADJECTIVE ) lemma=astruso 
 astrusissimo ( ADJECTIVE ) lemma=astruso 
 astruso ( NOUN ADJECTIVE NOUN_SINGULAR ) 
 astucci ( NOUN NOUN_SINGULAR ) lemma=astuccio 
 astuccio ( NOUN NOUN_SINGULAR ) 
 astuta ( NOUN ADJECTIVE NOUN_SINGULAR ) lemma=astuto 
 astute ( NOUN ADJECTIVE NOUN_SINGULAR ) lemma=astuto 
 astuti ( NOUN ADJECTIVE NOUN_SINGULAR ) lemma=astuto 
 astutissima ( ADJECTIVE ) lemma=astuto 
 astutissime ( ADJECTIVE ) lemma=astuto 
 astutissimi ( ADJECTIVE ) lemma=astuto 
 astutissimo ( ADJECTIVE ) lemma=astuto 
 astuto ( NOUN ADJECTIVE NOUN_SINGULAR ) 
 astuzia ( NOUN NOUN_SINGULAR ) 
 astuzie ( NOUN NOUN_SINGULAR ) lemma=astuzia 
 atalantini ( NOUN NOUN_SINGULAR ) lemma=atalantino 
 atalantino ( NOUN NOUN_SINGULAR ) 
 atavica ( ADJECTIVE ) lemma=atavico 
 ataviche ( ADJECTIVE ) lemma=atavico 
 atavici ( ADJECTIVE ) lemma=atavico 
 atavicissima ( ADJECTIVE ) lemma=atavico 
 atavicissime ( ADJECTIVE ) lemma=atavico 
 atavicissimi ( ADJECTIVE ) lemma=atavico 
 atavicissimo ( ADJECTIVE ) lemma=atavico 
 atavico ( ADJECTIVE ) 
 atea ( ADJECTIVE ) lemma=ateo 
 atee ( ADJECTIVE ) lemma=ateo 
 atei ( NOUN ADJECTIVE NOUN_SINGULAR ) lemma=ateo 
 ateismi ( NOUN NOUN_SINGULAR ) lemma=ateismo 
 ateismo ( NOUN NOUN_SINGULAR ) 
 ateissima ( ADJECTIVE ) lemma=ateo 
 ateissime ( ADJECTIVE ) lemma=ateo 
 ateissimi ( ADJECTIVE ) lemma=ateo 
 ateissimo ( ADJECTIVE ) lemma=ateo 
 atelier ( NOUN NOUN_SINGULAR ) 
 atenei ( NOUN NOUN_SINGULAR ) lemma=ateneo 
 ateneo ( NOUN NOUN_SINGULAR ) 
 ateniese ( NOUN ADJECTIVE NOUN_SINGULAR ) 
 ateniesi ( NOUN ADJECTIVE NOUN_SINGULAR ) lemma=ateniese 
 ateniesissima ( ADJECTIVE ) lemma=ateniese 
 ateniesissime ( ADJECTIVE ) lemma=ateniese 
 ateniesissimi ( ADJECTIVE ) lemma=ateniese 
 ateniesissimo ( ADJECTIVE ) lemma=ateniese 
 ateo ( NOUN ADJECTIVE NOUN_SINGULAR ) 
 atesina ( ADJECTIVE ) lemma=atesino 
 atesine ( ADJECTIVE ) lemma=atesino 
 atesini ( ADJECTIVE ) lemma=atesino 
 atesinissima ( ADJECTIVE ) lemma=atesino 
 atesinissime ( ADJECTIVE ) lemma=atesino 
 atesinissimi ( ADJECTIVE ) lemma=atesino 
 atesinissimo ( ADJECTIVE ) lemma=atesino 
 atesino ( ADJECTIVE ) 
 atipica ( ADJECTIVE ) lemma=atipico 
 atipiche ( ADJECTIVE ) lemma=atipico 
 atipici ( NOUN ADJECTIVE NOUN_SINGULAR ) lemma=atipico 
 atipicissima ( ADJECTIVE ) lemma=atipico 
 atipicissime ( ADJECTIVE ) lemma=atipico 
 atipicissimi ( ADJECTIVE ) lemma=atipico 
 atipicissimo ( ADJECTIVE ) lemma=atipico 
 atipico ( NOUN ADJECTIVE NOUN_SINGULAR ) 
 atlante ( NOUN NOUN_SINGULAR ) 
 atlanti ( NOUN NOUN_SINGULAR ) lemma=atlante 
 atlantica ( ADJECTIVE ) lemma=atlantico 
 atlantiche ( ADJECTIVE ) lemma=atlantico 
 atlantici ( ADJECTIVE ) lemma=atlantico 
 atlanticissima ( ADJECTIVE ) lemma=atlantico 
 atlanticissime ( ADJECTIVE ) lemma=atlantico 
 atlanticissimi ( ADJECTIVE ) lemma=atlantico 
 atlanticissimo ( ADJECTIVE ) lemma=atlantico 
 atlantico ( ADJECTIVE ) 
 atleta ( NOUN NOUN_SINGULAR ) 
 atlete ( NOUN NOUN_SINGULAR ) lemma=atleta 
 atleti ( NOUN NOUN_SINGULAR ) lemma=atleta 
 atletica ( ADJECTIVE ) lemma=atletico 
 atletiche ( ADJECTIVE ) lemma=atletico 
 atletici ( ADJECTIVE ) lemma=atletico 
 atleticissima ( ADJECTIVE ) lemma=atletico 
 atleticissime ( ADJECTIVE ) lemma=atletico 
 atleticissimi ( ADJECTIVE ) lemma=atletico 
 atleticissimo ( ADJECTIVE ) lemma=atletico 
 atletico ( ADJECTIVE ) 
 atmosfera ( NOUN NOUN_SINGULAR ) 
 atmosfere ( NOUN NOUN_SINGULAR ) lemma=atmosfera 
 atmosferica ( ADJECTIVE ) lemma=atmosferico 
 atmosferiche ( ADJECTIVE ) lemma=atmosferico 
 atmosferici ( ADJECTIVE ) lemma=atmosferico 
 atmosfericissima ( ADJECTIVE ) lemma=atmosferico 
 atmosfericissime ( ADJECTIVE ) lemma=atmosferico 
 atmosfericissimi ( ADJECTIVE ) lemma=atmosferico 
 atmosfericissimo ( ADJECTIVE ) lemma=atmosferico 
 atmosferico ( ADJECTIVE ) 
 atolli ( NOUN NOUN_SINGULAR ) lemma=atollo 
 atollo ( NOUN NOUN_SINGULAR ) 
 atomi ( NOUN NOUN_SINGULAR ) lemma=atomo 
 atomica ( ADJECTIVE ) lemma=atomico 
 atomiche ( ADJECTIVE ) lemma=atomico 
 atomici ( ADJECTIVE ) lemma=atomico 
 atomicissima ( ADJECTIVE ) lemma=atomico 
 atomicissime ( ADJECTIVE ) lemma=atomico 
 atomicissimi ( ADJECTIVE ) lemma=atomico 
 atomicissimo ( ADJECTIVE ) lemma=atomico 
 atomico ( ADJECTIVE ) 
 atomizza ( VERB ) lemma=atomizzare 
 atomizzai ( VERB ) lemma=atomizzare 
 atomizzammo ( VERB ) lemma=atomizzare 
 atomizzan ( VERB ) lemma=atomizzare 
 atomizzando ( NOUN NOUN_GERUND ) lemma=atomizzare 
 atomizzano ( VERB ) lemma=atomizzare 
 atomizzante ( VERB_PRESENT_PARTICIPLE VERB ) lemma=atomizzare 
 atomizzanti ( VERB_PRESENT_PARTICIPLE VERB ) lemma=atomizzare 
 atomizzar ( VERB_INFINITIVE VERB ) lemma=atomizzare 
 atomizzare ( VERB_INFINITIVE VERB ) 
 atomizzaron ( VERB ) lemma=atomizzare 
 atomizzarono ( VERB ) lemma=atomizzare 
 atomizzasse ( VERB ) lemma=atomizzare 
 atomizzasser ( VERB ) lemma=atomizzare 
 atomizzassero ( VERB ) lemma=atomizzare 
 atomizzassi ( VERB ) lemma=atomizzare 
 atomizzassimo ( VERB ) lemma=atomizzare 
 atomizzaste ( VERB ) lemma=atomizzare 
 atomizzasti ( VERB ) lemma=atomizzare 
 atomizzata ( VERB_PAST_PARTICIPLE VERB ) lemma=atomizzare 
 atomizzate ( VERB_PAST_PARTICIPLE VERB ) lemma=atomizzare 
 atomizzati ( VERB_PAST_PARTICIPLE VERB ) lemma=atomizzare 
 atomizzato ( VERB_PAST_PARTICIPLE VERB ) lemma=atomizzare 
 atomizzava ( VERB ) lemma=atomizzare 
 atomizzavamo ( VERB ) lemma=atomizzare 
 atomizzavan ( VERB ) lemma=atomizzare 
 atomizzavano ( VERB ) lemma=atomizzare 
 atomizzavate ( VERB ) lemma=atomizzare 
 atomizzavi ( VERB ) lemma=atomizzare 
 atomizzavo ( VERB ) lemma=atomizzare 
 atomizzera' ( VERB ) lemma=atomizzare 
 atomizzerai ( VERB ) lemma=atomizzare 
 atomizzeran ( VERB ) lemma=atomizzare 
 atomizzeranno ( VERB ) lemma=atomizzare 
 atomizzerebbe ( VERB ) lemma=atomizzare 
 atomizzerebber ( VERB ) lemma=atomizzare 
 atomizzerebbero ( VERB ) lemma=atomizzare 
 atomizzerei ( VERB ) lemma=atomizzare 
 atomizzeremmo ( VERB ) lemma=atomizzare 
 atomizzeremo ( VERB ) lemma=atomizzare 
 atomizzereste ( VERB ) lemma=atomizzare 
 atomizzeresti ( VERB ) lemma=atomizzare 
 atomizzerete ( VERB ) lemma=atomizzare 
 atomizzero' ( VERB ) lemma=atomizzare 
 atomizzerà ( VERB ) lemma=atomizzare 
 atomizzerò ( VERB ) lemma=atomizzare 
 atomizzi ( VERB ) lemma=atomizzare 
 atomizziamo ( VERB ) lemma=atomizzare 
 atomizziate ( VERB ) lemma=atomizzare 
 atomizzin ( VERB ) lemma=atomizzare 
 atomizzino ( VERB ) lemma=atomizzare 
 atomizzo ( VERB ) lemma=atomizzare 
 atomizzo' ( VERB ) lemma=atomizzare 
 atomizzò ( VERB ) lemma=atomizzare 
 atomo ( NOUN NOUN_SINGULAR ) 
 atona ( ADJECTIVE ) lemma=atono 
 atonale ( ADJECTIVE ) 
 atonali ( ADJECTIVE ) lemma=atonale 
 atonalissima ( ADJECTIVE ) lemma=atonale 
 atonalissime ( ADJECTIVE ) lemma=atonale 
 atonalissimi ( ADJECTIVE ) lemma=atonale 
 atonalissimo ( ADJECTIVE ) lemma=atonale 
 atone ( ADJECTIVE ) lemma=atono 
 atoni ( ADJECTIVE ) lemma=atono 
 atonissima ( ADJECTIVE ) lemma=atono 
 atonissime ( ADJECTIVE ) lemma=atono 
 atonissimi ( ADJECTIVE ) lemma=atono 
 atonissimo ( ADJECTIVE ) lemma=atono 
 atono ( ADJECTIVE ) 
 atout ( NOUN NOUN_SINGULAR ) 
 atri ( NOUN NOUN_SINGULAR ) lemma=atrio 
 atrio ( NOUN NOUN_SINGULAR ) 
 atroce ( ADJECTIVE ) 
 atroci ( ADJECTIVE ) lemma=atroce 
 atrocissima ( ADJECTIVE ) lemma=atroce 
 atrocissime ( ADJECTIVE ) lemma=atroce 
 atrocissimi ( ADJECTIVE ) lemma=atroce 
 atrocissimo ( ADJECTIVE ) lemma=atroce 
 atrocita' ( NOUN NOUN_SINGULAR ) lemma=atrocità 
 atrocità ( NOUN NOUN_SINGULAR ) 
 atrofica ( ADJECTIVE ) lemma=atrofico 
 atrofiche ( ADJECTIVE ) lemma=atrofico 
 atrofici ( ADJECTIVE ) lemma=atrofico 
 atroficissima ( ADJECTIVE ) lemma=atrofico 
 atroficissime ( ADJECTIVE ) lemma=atrofico 
 atroficissimi ( ADJECTIVE ) lemma=atrofico 
 atroficissimo ( ADJECTIVE ) lemma=atrofico 
 atrofico ( ADJECTIVE ) 
 atrofizza ( VERB ) lemma=atrofizzare 
 atrofizzai ( VERB ) lemma=atrofizzare 
 atrofizzammo ( VERB ) lemma=atrofizzare 
 atrofizzan ( VERB ) lemma=atrofizzare 
 atrofizzando ( NOUN NOUN_GERUND ) lemma=atrofizzare 
 atrofizzano ( VERB ) lemma=atrofizzare 
 atrofizzante ( VERB_PRESENT_PARTICIPLE VERB ) lemma=atrofizzare 
 atrofizzanti ( VERB_PRESENT_PARTICIPLE VERB ) lemma=atrofizzare 
 atrofizzar ( VERB_INFINITIVE VERB ) lemma=atrofizzare 
 atrofizzare ( VERB_INFINITIVE VERB ) 
 atrofizzaron ( VERB ) lemma=atrofizzare 
 atrofizzarono ( VERB ) lemma=atrofizzare 
 atrofizzasse ( VERB ) lemma=atrofizzare 
 atrofizzasser ( VERB ) lemma=atrofizzare 
 atrofizzassero ( VERB ) lemma=atrofizzare 
 atrofizzassi ( VERB ) lemma=atrofizzare 
 atrofizzassimo ( VERB ) lemma=atrofizzare 
 atrofizzaste ( VERB ) lemma=atrofizzare 
 atrofizzasti ( VERB ) lemma=atrofizzare 
 atrofizzata ( VERB_PAST_PARTICIPLE VERB ) lemma=atrofizzare 
 atrofizzate ( VERB_PAST_PARTICIPLE VERB ) lemma=atrofizzare 
 atrofizzati ( VERB_PAST_PARTICIPLE VERB ) lemma=atrofizzare 
 atrofizzato ( VERB_PAST_PARTICIPLE VERB ) lemma=atrofizzare 
 atrofizzava ( VERB ) lemma=atrofizzare 
 atrofizzavamo ( VERB ) lemma=atrofizzare 
 atrofizzavan ( VERB ) lemma=atrofizzare 
 atrofizzavano ( VERB ) lemma=atrofizzare 
 atrofizzavate ( VERB ) lemma=atrofizzare 
 atrofizzavi ( VERB ) lemma=atrofizzare 
 atrofizzavo ( VERB ) lemma=atrofizzare 
 atrofizzera' ( VERB ) lemma=atrofizzare 
 atrofizzerai ( VERB ) lemma=atrofizzare 
 atrofizzeran ( VERB ) lemma=atrofizzare 
 atrofizzeranno ( VERB ) lemma=atrofizzare 
 atrofizzerebbe ( VERB ) lemma=atrofizzare 
 atrofizzerebber ( VERB ) lemma=atrofizzare 
 atrofizzerebbero ( VERB ) lemma=atrofizzare 
 atrofizzerei ( VERB ) lemma=atrofizzare 
 atrofizzeremmo ( VERB ) lemma=atrofizzare 
 atrofizzeremo ( VERB ) lemma=atrofizzare 
 atrofizzereste ( VERB ) lemma=atrofizzare 
 atrofizzeresti ( VERB ) lemma=atrofizzare 
 atrofizzerete ( VERB ) lemma=atrofizzare 
 atrofizzero' ( VERB ) lemma=atrofizzare 
 atrofizzerà ( VERB ) lemma=atrofizzare 
 atrofizzerò ( VERB ) lemma=atrofizzare 
 atrofizzi ( VERB ) lemma=atrofizzare 
 atrofizziamo ( VERB ) lemma=atrofizzare 
 atrofizziate ( VERB ) lemma=atrofizzare 
 atrofizzin ( VERB ) lemma=atrofizzare 
 atrofizzino ( VERB ) lemma=atrofizzare 
 atrofizzo ( VERB ) lemma=atrofizzare 
 atrofizzo' ( VERB ) lemma=atrofizzare 
 atrofizzò ( VERB ) lemma=atrofizzare 
 atta ( ADJECTIVE ) lemma=atto 
 attacca ( VERB ) lemma=attaccare 
 attaccai ( VERB ) lemma=attaccare 
 attaccamenti ( NOUN NOUN_SINGULAR ) lemma=attaccamento 
 attaccamento ( NOUN NOUN_SINGULAR ) 
 attaccammo ( VERB ) lemma=attaccare 
 attaccan ( VERB ) lemma=attaccare 
 attaccando ( NOUN NOUN_GERUND ) lemma=attaccare 
 attaccandoli ( NOUN NOUN_GERUND ) lemma=attaccare 
 attaccandolo ( NOUN NOUN_GERUND ) lemma=attaccare 
 attaccandoti ( NOUN NOUN_GERUND ) lemma=attaccare 
 attaccano ( VERB ) lemma=attaccare 
 attaccante ( VERB_PRESENT_PARTICIPLE NOUN VERB ADJECTIVE NOUN_SINGULAR ) 
 attaccanti ( VERB_PRESENT_PARTICIPLE NOUN VERB ADJECTIVE NOUN_SINGULAR ) lemma=attaccante 
 attaccantissima ( ADJECTIVE ) lemma=attaccante 
 attaccantissime ( ADJECTIVE ) lemma=attaccante 
 attaccantissimi ( ADJECTIVE ) lemma=attaccante 
 attaccantissimo ( ADJECTIVE ) lemma=attaccante 
 attaccar ( VERB_INFINITIVE VERB ) lemma=attaccare 
 attaccarci ( VERB_INFINITIVE VERB ) lemma=attaccare 
 attaccare ( VERB_INFINITIVE VERB ) 
 attaccarle ( VERB_INFINITIVE VERB ) lemma=attaccare 
 attaccarli ( VERB_INFINITIVE VERB ) lemma=attaccare 
 attaccarlo ( VERB_INFINITIVE VERB ) lemma=attaccare 
 attaccarne ( VERB_INFINITIVE VERB ) lemma=attaccare 
 attaccaron ( VERB ) lemma=attaccare 
 attaccarono ( VERB ) lemma=attaccare 
 attaccarsi ( VERB_INFINITIVE VERB ) lemma=attaccare 
 attaccarvi ( VERB_INFINITIVE VERB ) lemma=attaccare 
 attaccasse ( VERB ) lemma=attaccare 
 attaccasser ( VERB ) lemma=attaccare 
 attaccassero ( VERB ) lemma=attaccare 
 attaccassi ( VERB ) lemma=attaccare 
 attaccassimo ( VERB ) lemma=attaccare 
 attaccaste ( VERB ) lemma=attaccare 
 attaccasti ( VERB ) lemma=attaccare 
 attaccata ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) lemma=attaccato 
 attaccate ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) lemma=attaccato 
 attaccati ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) lemma=attaccato 
 attaccatissima ( ADJECTIVE ) lemma=attaccato 
 attaccatissime ( ADJECTIVE ) lemma=attaccato 
 attaccatissimi ( ADJECTIVE ) lemma=attaccato 
 attaccatissimo ( ADJECTIVE ) lemma=attaccato 
 attaccato ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) 
 attaccava ( VERB ) lemma=attaccare 
 attaccavamo ( VERB ) lemma=attaccare 
 attaccavan ( VERB ) lemma=attaccare 
 attaccavano ( VERB ) lemma=attaccare 
 attaccavate ( VERB ) lemma=attaccare 
 attaccavi ( VERB ) lemma=attaccare 
 attaccavo ( VERB ) lemma=attaccare 
 attacchera' ( VERB ) lemma=attaccare 
 attaccherai ( VERB ) lemma=attaccare 
 attaccheran ( VERB ) lemma=attaccare 
 attaccheranno ( VERB ) lemma=attaccare 
 attaccherebbe ( VERB ) lemma=attaccare 
 attaccherebber ( VERB ) lemma=attaccare 
 attaccherebbero ( VERB ) lemma=attaccare 
 attaccherei ( VERB ) lemma=attaccare 
 attaccheremmo ( VERB ) lemma=attaccare 
 attaccheremo ( VERB ) lemma=attaccare 
 attacchereste ( VERB ) lemma=attaccare 
 attaccheresti ( VERB ) lemma=attaccare 
 attaccherete ( VERB ) lemma=attaccare 
 attacchero' ( VERB ) lemma=attaccare 
 attaccherà ( VERB ) lemma=attaccare 
 attaccherò ( VERB ) lemma=attaccare 
 attacchi ( NOUN VERB NOUN_SINGULAR ) lemma=attacco 
 attacchiamo ( VERB ) lemma=attaccare 
 attacchiate ( VERB ) lemma=attaccare 
 attacchin ( VERB ) lemma=attaccare 
 attacchino ( VERB ) lemma=attaccare 
 attacco ( NOUN VERB NOUN_SINGULAR ) 
 attacco' ( VERB ) lemma=attaccare 
 attaccò ( VERB ) lemma=attaccare 
 attagli ( VERB ) lemma=attagliare 
 attaglia ( VERB ) lemma=attagliare 
 attagliai ( VERB ) lemma=attagliare 
 attagliammo ( VERB ) lemma=attagliare 
 attagliamo ( VERB ) lemma=attagliare 
 attaglian ( VERB ) lemma=attagliare 
 attagliando ( NOUN NOUN_GERUND ) lemma=attagliare 
 attagliano ( VERB ) lemma=attagliare 
 attagliar ( VERB_INFINITIVE VERB ) lemma=attagliare 
 attagliare ( VERB_INFINITIVE VERB ) 
 attagliaron ( VERB ) lemma=attagliare 
 attagliarono ( VERB ) lemma=attagliare 
 attagliarsi ( VERB_INFINITIVE VERB ) 
 attagliasse ( VERB ) lemma=attagliare 
 attagliasser ( VERB ) lemma=attagliare 
 attagliassero ( VERB ) lemma=attagliare 
 attagliassi ( VERB ) lemma=attagliare 
 attagliassimo ( VERB ) lemma=attagliare 
 attagliaste ( VERB ) lemma=attagliare 
 attagliasti ( VERB ) lemma=attagliare 
 attagliata ( VERB_PAST_PARTICIPLE VERB ) lemma=attagliare 
 attagliate ( VERB_PAST_PARTICIPLE VERB ) lemma=attagliare 
 attagliati ( VERB_PAST_PARTICIPLE VERB ) lemma=attagliare 
 attagliato ( VERB_PAST_PARTICIPLE VERB ) lemma=attagliare 
 attagliava ( VERB ) lemma=attagliare 
 attagliavamo ( VERB ) lemma=attagliare 
 attagliavan ( VERB ) lemma=attagliare 
 attagliavano ( VERB ) lemma=attagliare 
 attagliavate ( VERB ) lemma=attagliare 
 attagliavi ( VERB ) lemma=attagliare 
 attagliavo ( VERB ) lemma=attagliare 
 attagliera' ( VERB ) lemma=attagliare 
 attaglierai ( VERB ) lemma=attagliare 
 attaglieran ( VERB ) lemma=attagliare 
 attaglieranno ( VERB ) lemma=attagliare 
 attaglierebbe ( VERB ) lemma=attagliare 
 attaglierebber ( VERB ) lemma=attagliare 
 attaglierebbero ( VERB ) lemma=attagliare 
 attaglierei ( VERB ) lemma=attagliare 
 attaglieremmo ( VERB ) lemma=attagliare 
 attaglieremo ( VERB ) lemma=attagliare 
 attagliereste ( VERB ) lemma=attagliare 
 attaglieresti ( VERB ) lemma=attagliare 
 attaglierete ( VERB ) lemma=attagliare 
 attagliero' ( VERB ) lemma=attagliare 
 attaglierà ( VERB ) lemma=attagliare 
 attaglierò ( VERB ) lemma=attagliare 
 attaglin ( VERB ) lemma=attagliare 
 attaglino ( VERB ) lemma=attagliare 
 attaglio ( VERB ) lemma=attagliare 
 attaglio' ( VERB ) lemma=attagliare 
 attagliò ( VERB ) lemma=attagliare 
 attanagli ( VERB ) lemma=attanagliare 
 attanaglia ( VERB ) lemma=attanagliare 
 attanagliai ( VERB ) lemma=attanagliare 
 attanagliammo ( VERB ) lemma=attanagliare 
 attanagliamo ( VERB ) lemma=attanagliare 
 attanaglian ( VERB ) lemma=attanagliare 
 attanagliando ( NOUN NOUN_GERUND ) lemma=attanagliare 
 attanagliano ( VERB ) lemma=attanagliare 
 attanagliante ( VERB_PRESENT_PARTICIPLE VERB ) lemma=attanagliare 
 attanaglianti ( VERB_PRESENT_PARTICIPLE VERB ) lemma=attanagliare 
 attanagliar ( VERB_INFINITIVE VERB ) lemma=attanagliare 
 attanagliare ( VERB_INFINITIVE VERB ) 
 attanagliaron ( VERB ) lemma=attanagliare 
 attanagliarono ( VERB ) lemma=attanagliare 
 attanagliasse ( VERB ) lemma=attanagliare 
 attanagliasser ( VERB ) lemma=attanagliare 
 attanagliassero ( VERB ) lemma=attanagliare 
 attanagliassi ( VERB ) lemma=attanagliare 
 attanagliassimo ( VERB ) lemma=attanagliare 
 attanagliaste ( VERB ) lemma=attanagliare 
 attanagliasti ( VERB ) lemma=attanagliare 
 attanagliata ( VERB_PAST_PARTICIPLE VERB ) lemma=attanagliare 
 attanagliate ( VERB_PAST_PARTICIPLE VERB ) lemma=attanagliare 
 attanagliati ( VERB_PAST_PARTICIPLE VERB ) lemma=attanagliare 
 attanagliato ( VERB_PAST_PARTICIPLE VERB ) lemma=attanagliare 
 attanagliava ( VERB ) lemma=attanagliare 
 attanagliavamo ( VERB ) lemma=attanagliare 
 attanagliavan ( VERB ) lemma=attanagliare 
 attanagliavano ( VERB ) lemma=attanagliare 
 attanagliavate ( VERB ) lemma=attanagliare 
 attanagliavi ( VERB ) lemma=attanagliare 
 attanagliavo ( VERB ) lemma=attanagliare 
 attanagliera' ( VERB ) lemma=attanagliare 
 attanaglierai ( VERB ) lemma=attanagliare 
 attanaglieran ( VERB ) lemma=attanagliare 
 attanaglieranno ( VERB ) lemma=attanagliare 
 attanaglierebbe ( VERB ) lemma=attanagliare 
 attanaglierebber ( VERB ) lemma=attanagliare 
 attanaglierebbero ( VERB ) lemma=attanagliare 
 attanaglierei ( VERB ) lemma=attanagliare 
 attanaglieremmo ( VERB ) lemma=attanagliare 
 attanaglieremo ( VERB ) lemma=attanagliare 
 attanagliereste ( VERB ) lemma=attanagliare 
 attanaglieresti ( VERB ) lemma=attanagliare 
 attanaglierete ( VERB ) lemma=attanagliare 
 attanagliero' ( VERB ) lemma=attanagliare 
 attanaglierà ( VERB ) lemma=attanagliare 
 attanaglierò ( VERB ) lemma=attanagliare 
 attanaglin ( VERB ) lemma=attanagliare 
 attanaglino ( VERB ) lemma=attanagliare 
 attanaglio ( VERB ) lemma=attanagliare 
 attanaglio' ( VERB ) lemma=attanagliare 
 attanagliò ( VERB ) lemma=attanagliare 
 attarda ( VERB ) lemma=attardare 
 attardai ( VERB ) lemma=attardare 
 attardammo ( VERB ) lemma=attardare 
 attardan ( VERB ) lemma=attardare 
 attardando ( NOUN NOUN_GERUND ) lemma=attardare 
 attardano ( VERB ) lemma=attardare 
 attardante ( VERB_PRESENT_PARTICIPLE VERB ) lemma=attardare 
 attardanti ( VERB_PRESENT_PARTICIPLE VERB ) lemma=attardare 
 attardar ( VERB_INFINITIVE VERB ) lemma=attardare 
 attardare ( VERB_INFINITIVE VERB ) 
 attardaron ( VERB ) lemma=attardare 
 attardarono ( VERB ) lemma=attardare 
 attardarsi ( VERB_INFINITIVE VERB ) lemma=attardare 
 attardasse ( VERB ) lemma=attardare 
 attardasser ( VERB ) lemma=attardare 
 attardassero ( VERB ) lemma=attardare 
 attardassi ( VERB ) lemma=attardare 
 attardassimo ( VERB ) lemma=attardare 
 attardaste ( VERB ) lemma=attardare 
 attardasti ( VERB ) lemma=attardare 
 attardata ( VERB_PAST_PARTICIPLE VERB ) lemma=attardare 
