 H ( NOUN NOUN_PROPER_SINGULAR ) 
 H&F ( NOUN NOUN_PROPER_SINGULAR ) 
 H&H ( NOUN NOUN_PROPER_SINGULAR ) 
 H&K ( NOUN NOUN_PROPER_SINGULAR ) 
 H&K-Geschäftsleitung ( NOUN NOUN_PROPER_SINGULAR ) 
 H&K-Waffen ( NOUN NOUN_PROPER_SINGULAR ) 
 H&M ( NOUN NOUN_PROPER_SINGULAR ) 
 Höreranteil ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörerbedürfnisse ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörerbedürfnis 
 Hörerbeschwerde ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörerbeteiligung ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörerbewusstsein ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörerbewußtsein ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörerbewusstsein 
 Hörerbindung ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörerbrief ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörerbriefen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörerbrief 
 Hörerdaten ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörerdatum 
 Hörereignis ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörerfahrung ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörerfahrungen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörerfahrung 
 Hörerfest ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörerforschung ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörergebühren ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörergebühr 
 Hörergewohnheiten ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörergewohnheit 
 Hörergruppe ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörergruppen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörergruppe 
 Hörergunst ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörerin ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörerinitiativen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörerinitiative 
 Hörerinnen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörerin 
 Hörerinteresse ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörerinteressen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörerinteresse 
 Hörerkreis ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörerkreise ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörerkreis 
 Hörerlebnis ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörerlebnisse ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörerlebnis 
 Hörern ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörer 
 Hörerpost ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörerprotest ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörerproteste ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörerprotest 
 Hörerprotesten ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörerprotest 
 Hörerreaktionen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörerreaktion 
 Hörerreichweite ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörerresonanz ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörers ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörer 
 Hörersatz ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörerschaft ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörerschar ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörerschicht ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörerschichten ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörerschicht 
 Hörerschwund ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörerspiel ( NOUN NOUN_SINGULAR NOUN_PLURAL NOUN_PROPER_SINGULAR ) 
 Hörerstamm ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörerstimmen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörerstimme 
 Hörertelefon ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörerumfrage ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörerumfragen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörerumfrage 
 Hörerverhalten ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörerverluste ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörerverlust 
 Hörerwünsche ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörerwunsch 
 Hörerwünschen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörerwunsch 
 Hörerzahl ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörerzahlen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörerzahl 
 Hörexperiment ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfehler ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfenster ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfest ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfilm ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörforschung ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunk ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunk- ( ) 
 Hörfunk-Anstalten ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörfunk-Anstalt 
 Hörfunk-Chef ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunk-Chefin ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunk-Chefredakteur ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunk-Direktor ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunk-Frequenz ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunk-Hinweis ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunk-Hinweise ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörfunk-Hinweis 
 Hörfunk-Journalismus ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunk-Journalisten ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörfunk-Journalist 
 Hörfunk-Lizenz ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunk-Macher ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunk-Politik ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunk-Porträt ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunk-Posten ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunk-Programm ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunk-Programmchefin ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunk-Programmdirektorin ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunk-Programme ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörfunk-Programm 
 Hörfunk-Redakteur ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunk-Redakteure ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörfunk-Redakteur 
 Hörfunk-Redakteurin ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunk-Redaktion ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunk-Sendung ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunk-Standbein ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunk-Tip ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunk-Tipp ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörfunk-Tip 
 Hörfunk-Tipps ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörfunk-Tip 
 Hörfunk-Tips ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörfunk-Tip 
 Hörfunk-Welle ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunk-Wellen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörfunk-Welle 
 Hörfunk-Werbekuchen ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunkagentur ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunkanalyse ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunkanbieter ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunkanbietern ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörfunkanbieter 
 Hörfunkangebot ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunkansprache ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunkanstalt ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunkanstalten ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörfunkanstalt 
 Hörfunkarbeit ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunkausschuss ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunkausschuß ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörfunkausschuss 
 Hörfunkbeauftragten ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörfunkbeauftragte 
 Hörfunkbeauftragter ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörfunkbeauftragte 
 Hörfunkbeitrag ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunkbeiträge ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörfunkbeitrag 
 Hörfunkbereich ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunkbetrieb ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunkchef ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunkchefin ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunkchefs ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörfunkchef 
 Hörfunkdirektion ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunkdirektor ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunkdirektoren ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörfunkdirektor 
 Hörfunkdirektorin ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunkdirektors ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörfunkdirektor 
 Hörfunkempfang ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunker ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunkfrequenz ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunkfrequenzen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörfunkfrequenz 
 Hörfunkgebühr ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunkgebühren ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörfunkgebühr 
 Hörfunkgespräche ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörfunkgespräch 
 Hörfunkgesprächen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörfunkgespräch 
 Hörfunkintendant ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunkintendanten ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörfunkintendant 
 Hörfunkinterview ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunkjournalismus ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunkjournalist ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunkjournalisten ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörfunkjournalist 
 Hörfunkjournalistin ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunkkanal ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunkkanäle ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörfunkkanal 
 Hörfunkkette ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunkketten ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörfunkkette 
 Hörfunklandschaft ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunklizenz ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunklizenzen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörfunklizenz 
 Hörfunkmagazine ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörfunkmagazin 
 Hörfunkmann ( NOUN NOUN_SINGULAR NOUN_PLURAL NOUN_PROPER_SINGULAR ) 
 Hörfunkmarkt ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunkmarktes ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörfunkmarkt 
 Hörfunkmitarbeiter ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunkmodell ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunkmoderator ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunknachrichten ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörfunknachricht 
 Hörfunknachrichtenkanal ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunkpreis ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunkproduktionen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörfunkproduktion 
 Hörfunkprogramm ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunkprogramme ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörfunkprogramm 
 Hörfunkprogrammen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörfunkprogramm 
 Hörfunkprogramms ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörfunkprogramm 
 Hörfunkpublikum ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunkquiz ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunkrat ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunkrates ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörfunkrat 
 Hörfunkrats ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörfunkrat 
 Hörfunkredakteur ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunkredakteure ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörfunkredakteur 
 Hörfunkredaktionen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörfunkredaktion 
 Hörfunkreform ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunkreihe ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunkreporter ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunks ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörfunk 
 Hörfunksektor ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunksender ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunksendern ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörfunksender 
 Hörfunksenders ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörfunksender 
 Hörfunksendung ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunksendungen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörfunksendung 
 Hörfunksignale ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörfunksignal 
 Hörfunkspots ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörfunkspot 
 Hörfunkstandbein ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunkstation ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunkstationen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörfunkstation 
 Hörfunkstudio ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunkveranstalter ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunkveranstaltern ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörfunkveranstalter 
 Hörfunkveranstaltungen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörfunkveranstaltung 
 Hörfunkvollprogramm ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunkwelle ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunkwellen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörfunkwelle 
 Hörfunkwerbung ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunkwettbewerb ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörfunkübertragungen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörfunkübertragung 
 Hörfähigkeit ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörgeldern ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörgeld 
 Hörgenuss ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörgenuß ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörgenuss 
 Hörgenüsse ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörgenuss 
 Hörgerät ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörgeräte ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörgerät 
 Hörgeräten ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörgerät 
 Hörgerätetechnologie ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörgeschädigte ( NOUN ADJECTIVE NOUN_PROPER_SINGULAR ) lemma=hörgeschädigt 
 Hörgeschädigten ( NOUN ADJECTIVE NOUN_PROPER_SINGULAR ) lemma=hörgeschädigt 
 Hörgewohnheit ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörgewohnheiten ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörgewohnheit 
 Hörgrenze ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörhilfe ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörhilfen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörhilfe 
 Höri-Besucher ( NOUN NOUN_PROPER_SINGULAR ) 
 Höri-Dörfchens ( NOUN NOUN_PROPER_SINGULAR ) lemma=Höri-Dörfchen 
 Höri-Museum ( NOUN NOUN_PROPER_SINGULAR ) 
 Höri-Orte ( NOUN NOUN_PROPER_SINGULAR ) lemma=Höri-Ort 
 Hörige ( NOUN ADJECTIVE NOUN_PROPER_SINGULAR ) lemma=hörig 
 Hörigen ( NOUN ADJECTIVE NOUN_PROPER_SINGULAR ) lemma=hörig 
 Hörigkeit ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörkino ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörkissen ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörkraft ( NOUN NOUN_SINGULAR NOUN_PLURAL NOUN_PROPER_SINGULAR ) 
 Hörkunst ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörmann ( NOUN NOUN_SINGULAR NOUN_PLURAL NOUN_PROPER_SINGULAR ) 
 Hörmannsdorf ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörmeere ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörmeer 
 Hörmuschel ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörmuscheln ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörmuschel 
 Hörmusik ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörnchen ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörnchen-Fabrikation ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörner ( NOUN NOUN_PROPER_SINGULAR ) lemma=Horn 
 Hörner- ( ) 
 Hörnerbravour ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörnerdisziplin ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörnerklang ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörnerklasse ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörnern ( NOUN NOUN_PROPER_SINGULAR ) lemma=Horn 
 Hörnerschall ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörnerven ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörnerv 
 Hörniveau ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörnli-Grat ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörold ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hörorgan ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörorgane ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörorgan 
 Hörplätze ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörplatz 
 Hörprobe ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörproben ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörprobe 
 Hörproben-Reihe ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörqualität ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörraum ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörreise ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörreste ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörrest 
 Hörrisch ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hörrohr ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörrohre ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörrohr 
 Hörsaal ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörsaales ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörsaal 
 Hörsaalgebäude ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörsaalprovisorium ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörsaals ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörsaal 
 Hörsaaltreffens ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörsaaltreffen 
 Hörschaden ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörschule ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörschwelle ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörschäden ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörsinn ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörspiel ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörspiel- ( ) 
 Hörspiel-Farcen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörspiel-Farce 
 Hörspiel-Produktionen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörspiel-Produktion 
 Hörspiel-Retrospektive ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörspiel-Tip ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörspiel-Tipp ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörspiel-Tip 
 Hörspielabteilung ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörspielabteilungen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörspielabteilung 
 Hörspielangebot ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörspielarbeit ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörspielautor ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörspielautoren ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörspielautor 
 Hörspielautoren-Werkstatt ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörspielautorin ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörspielautors ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörspielautor 
 Hörspielbearbeitung ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörspielbereich ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörspielchef ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörspielcollage ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörspieldramaturg ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörspieldramaturgie ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörspiele ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörspiel 
 Hörspielen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörspiel 
 Hörspieler ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörspieletat ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörspielfassung ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörspielfolgen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörspielfolge 
 Hörspielform ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörspielfreund ( NOUN NOUN_SINGULAR NOUN_PLURAL NOUN_PROPER_SINGULAR ) 
 Hörspielkassette ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörspielkassetten ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörspielkassette 
 Hörspielmacher ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörspielmachern ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörspielmacher 
 Hörspielpreis ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörspielpreise ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörspielpreis 
 Hörspielpreises ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörspielpreis 
 Hörspielpreisträger ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörspielproduktion ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörspielproduktionen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörspielproduktion 
 Hörspielredaktion ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörspielredaktionen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörspielredaktion 
 Hörspielreihe ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörspiels ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörspiel 
 Hörspielserie ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörspielstudios ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörspielstudio 
 Hörspieltage ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörspieltag 
 Hörspieltermin ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörspieltext ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörspielversion ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörspielvorführung ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörspielwerkstatt ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörspielwettbewerb ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörspielwoche ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörst ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hörstein ( NOUN NOUN_SINGULAR NOUN_PLURAL NOUN_PROPER_SINGULAR ) 
 Hörster-Philipps ( NOUN NOUN_SINGULAR NOUN_PLURAL ) lemma=Hörster-Philipp 
 Hörsturz ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörstörungen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörstörung 
 Hörstück ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörstücke ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörstück 
 Hörstücken ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörstück 
 Hörstücks ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörstück 
 Hörsäle ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörsaal 
 Hörsälen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörsaal 
 Hört ( VERB_INFINITIVE VERB ) lemma=hören 
 Hörtest ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörtragödie ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörvergnügen ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörverhalten ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörverlust ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörvermögen ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörverständnis ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörweisen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörweise 
 Hörweite ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörwelt ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörwick-Weg ( NOUN NOUN_PROPER_SINGULAR ) 
 Hörzellen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hörzelle 
 Hösbach-Bahnhof ( NOUN NOUN_PROPER_SINGULAR ) 
 Höschen ( NOUN NOUN_PROPER_SINGULAR ) 
